;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099;2100;2101;2102;2103;2104;2105;2106;2107;2108;2109;2110;2111;2112;2113;2114;2115;2116;2117;2118;2119;2120;2121;2122;2123;2124;2125;2126;2127;2128;2129;2130;2131;2132;2133;2134;2135;2136;2137;2138;2139;2140;2141;2142;2143;2144;2145;2146;2147;2148;2149;2150;2151;2152;2153;2154;2155;2156;2157;2158;2159;2160;2161;2162;2163;2164;2165;2166;2167;2168;2169;2170;2171;2172;2173;2174;2175;2176;2177;2178;2179;2180;2181;2182;2183;2184;2185;2186;2187;2188;2189;2190;2191;2192;2193;2194;2195;2196;2197;2198;2199;2200;2201;2202;2203;2204;2205;2206;2207;2208;2209;2210;2211;2212;2213;2214;2215;2216;2217;2218;2219;2220;2221;2222;2223;2224;2225;2226;2227;2228;2229;2230;2231;2232;2233;2234;2235;2236;2237;2238;2239;2240;2241;2242;2243;2244;2245;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2262;2263;2264;2265;2266;2267;2268;2269;2270;2271;2272;2273;2274;2275;2276;2277;2278;2279;2280;2281;2282;2283;2284;2285;2286;2287;2288;2289;2290;2291;2292;2293;2294;2295;2296;2297;2298;2299;2300
Other Asia;0;0.106757119;0.216815909;0.330084864;0.446476726;0.56582667;0.62187836;0.681450075;0.744357602;0.81068567;0.880584529;0.941346725;1.004259972;1.069643081;1.137125243;1.206665492;1.254552843;1.303356981;1.352840653;1.402744842;1.45299112;1.511418606;1.571036668;1.632264193;1.694162944;1.756748898;1.806904533;1.857317689;1.908727612;1.960488561;2.012827226;2.066763818;2.121199889;2.176019903;2.231806618;2.28820507;2.34717923;2.406828586;2.467042516;2.527473446;2.588420462;2.653413216;2.718674756;2.784040772;2.849864017;2.91562334;2.986867371;3.058258431;3.129845838;3.201687692;3.273205159;3.348702601;3.423956285;3.498711075;3.574229678;3.649643215;3.728212782;3.807736575;3.887092944;3.96593272;4.044516129;4.127469332;4.209936696;4.292753469;4.374203173;4.455162972;4.539884469;4.624710115;4.707883515;4.789231319;4.870887205;4.958560834;5.045986018;5.131336851;5.2163009;5.299665448;5.388157782;5.475466059;5.561640775;5.646760943;5.729629588;5.818671976;5.904993774;5.990333289;6.073763931;6.154265047;6.24364273;6.331026372;6.417181948;6.500786801;6.583418848;6.671437461;6.75698213;6.840193672;6.922453839;7.002821296;7.08354844;7.16413708;7.241350615;7.316450399;7.388027888;7.428926106;7.469318446;7.50717087;7.54187056;7.573832654;7.593453682;7.609933206;7.624006127;7.63613154;7.647635095;7.642301379;7.634394753;7.624761332;7.614572307;7.601593767;7.588890265;7.574350657;7.558095569;7.5409238;7.520925646;7.501705584;7.48218179;7.460649697;7.439067478;7.414606669;7.38830433;7.362731267;7.334790092;7.30398407;7.273737585;7.241224597;7.206756549;7.169883426;7.132619119;7.09420043;7.052836621;7.011247274;6.969138828;6.924777536;6.878856372;6.832241661;6.785273801;6.736491811;6.687458976;6.636869558;6.584436675;6.531352439;6.476212456;6.419488625;6.365297158;6.309600184;6.253329518;6.195093867;6.136019331;6.075166034;6.013290242;5.951079763;5.88875169;5.825939401;5.761448592;5.696386729;5.63092216;5.565610725;5.500266367;5.43389693;5.368798217;5.303192671;5.236892057;5.170926166;5.104560563;5.040329975;4.976160734;4.911274133;4.844196342;4.775873275;4.709748874;4.643399228;4.576126218;4.509757146;4.443326931;4.378196437;4.313439528;4.248018519;4.182575884;4.117135468;4.057390895;3.997428972;3.937322455;3.876782636;3.816703859;3.762766441;3.708177239;3.653783895;3.599308738;3.544436807;3.495234319;3.445548948;3.395360586;3.345919668;3.296109507;3.250498142;3.204271515;3.158125263;3.111860704;3.065398051;3.023069561;2.980390448;2.939309516;2.897870058;2.85564528;2.817893556;2.77958815;2.741172263;2.702884871;2.665088235;2.630497838;2.595729234;2.560872659;2.525880894;2.491009137;2.458718066;2.426791138;2.394747553;2.362493647;2.329916207;2.2999006;2.269528233;2.239456654;2.209099938;2.178845699;2.150907963;2.12363864;2.096378332;2.068878617;2.04133711;2.016248306;1.991081609;1.965774026;1.940303275;1.91505112;1.891719082;1.868386063;1.844898773;1.821305378;1.797722913;1.775790737;1.754061943;1.732282725;1.710505417;1.688924803;1.668832829;1.649131526;1.629114099;1.608976259;1.589028024;1.570232129;1.551248135;1.532675872;1.513852508;1.495279168;1.47780758;1.460350147;1.443221058;1.425900674;1.408553433;1.351790469;1.295712775;1.240717915;1.186821707;1.13387936;0.896798284;0.66481253;0.437957412;0.21637664;0;0;0;0;0;0;0;0;0;0;0
Other High Income;1.11022E-16;0.055651598;0.110649541;0.165021306;0.218786732;0.271954746;0.293636581;0.315762598;0.338286759;0.361229935;0.384579734;0.414132191;0.443940135;0.474096662;0.504502096;0.535131026;0.557047541;0.579152346;0.601373634;0.623609112;0.645911514;0.663591324;0.681190231;0.698854729;0.716319383;0.733697699;0.743463559;0.752987049;0.762360126;0.771459414;0.780299735;0.788498984;0.796385364;0.803916843;0.811202172;0.818121224;0.825557988;0.832669189;0.83942631;0.84577962;0.851756317;0.858588487;0.864993759;0.870958346;0.876499068;0.881519369;0.888445126;0.894926999;0.900957548;0.906488918;0.911526695;0.918688226;0.925040879;0.931190716;0.93695004;0.942173812;0.94856011;0.954608848;0.960123738;0.965054715;0.969412954;0.975781761;0.981568291;0.986825474;0.99147485;0.995482619;1.001477709;1.006966417;1.011671071;1.015729583;1.019297397;1.025289745;1.030695096;1.035447855;1.039629233;1.043098888;1.049337784;1.054982447;1.060019673;1.064432425;1.068104661;1.075224127;1.081808214;1.087845866;1.093198404;1.097773768;1.105128225;1.111878816;1.118078164;1.123590504;1.128553051;1.136100887;1.143057208;1.149416071;1.155303658;1.160566206;1.168316724;1.175771772;1.182667655;1.189016099;1.194776071;1.201806354;1.208651479;1.215090587;1.22107488;1.226592466;1.229014481;1.23108232;1.232818867;1.234255347;1.235507754;1.231867347;1.227994332;1.223955461;1.219861648;1.215520271;1.212406264;1.209156338;1.205781974;1.202337727;1.198695007;1.195677728;1.192691127;1.189550849;1.186452682;1.183178048;1.179812169;1.176632003;1.173248395;1.169676797;1.166258599;1.16241946;1.158423305;1.154299462;1.150198917;1.146000701;1.14112419;1.136275576;1.131395112;1.126388778;1.121286394;1.115535967;1.109783298;1.103903635;1.098038244;1.092067403;1.085306634;1.07846699;1.071502666;1.064140116;1.057339279;1.049819695;1.042231753;1.034497207;1.02667699;1.018712484;1.010164635;1.001585691;0.992999371;0.984354654;0.975538331;0.966306714;0.957028341;0.947763451;0.93849247;0.929120258;0.919580466;0.909981818;0.900298308;0.890649585;0.880946836;0.87125619;0.86156399;0.851727296;0.84154917;0.831442683;0.821376115;0.810988319;0.800832375;0.790789994;0.780711998;0.770705483;0.760724977;0.750667048;0.740594684;0.730508762;0.721107076;0.711675011;0.702218902;0.69270953;0.683230333;0.674501846;0.665713483;0.656940606;0.648154512;0.639299882;0.631180508;0.622775722;0.614554194;0.606424457;0.598254422;0.590585591;0.582921767;0.575262345;0.567586201;0.559886724;0.552754414;0.54543898;0.538445195;0.531319995;0.524139326;0.517606992;0.511048152;0.504474024;0.497902934;0.491388335;0.485345214;0.479281031;0.473205112;0.467112801;0.461030576;0.455350374;0.449710351;0.444056016;0.438373699;0.432657569;0.42725089;0.421905546;0.416585723;0.411240061;0.405903701;0.400909977;0.396015844;0.391119304;0.386197621;0.3812623;0.376714411;0.372156781;0.367582599;0.362989714;0.358420217;0.354167199;0.349912843;0.345641377;0.341357844;0.337074789;0.333073153;0.329093756;0.325108348;0.321121835;0.317157077;0.313436267;0.309765751;0.306069582;0.302358792;0.298666852;0.295194527;0.291686565;0.288235882;0.28475836;0.281310292;0.278069209;0.274819256;0.27161401;0.268388937;0.265160472;0.254318584;0.24365612;0.233187224;0.222914866;0.212822439;0.16833439;0.124800927;0.082227909;0.040629979;0;0;0;0;0;0;0;0;0;0;0
Africa;0;0.036956025;0.072824328;0.107643642;0.141446489;0.174245713;0.184163098;0.194557418;0.20539334;0.216696026;0.228494877;0.248845028;0.270513947;0.293663683;0.318284355;0.344437053;0.368636545;0.394317917;0.42147771;0.450078212;0.480158857;0.510970399;0.543397504;0.577681745;0.61346442;0.650816867;0.683588807;0.717534535;0.753012324;0.789741608;0.827849322;0.868550725;0.910818836;0.954619967;1.000328411;1.047769052;1.099589888;1.153548936;1.209636395;1.267688579;1.327947707;1.394322018;1.463140486;1.534355211;1.608274307;1.684560392;1.768647904;1.85571777;1.945888077;2.039261595;2.135482729;2.240229562;2.348087759;2.459418733;2.575276375;2.694917906;2.82327874;2.95708714;3.09526596;3.23755238;3.384348874;3.541522521;3.703365739;3.871010648;4.042626385;4.219290398;4.405945207;4.598847056;4.795613098;4.996330492;5.20412934;5.424564632;5.65148135;5.882458415;6.120154503;6.362785914;6.615523505;6.87384754;7.138000025;7.408277143;7.682713679;7.966443396;8.253459433;8.546745133;8.844563058;9.145035434;9.46760943;9.794913055;10.1286563;10.46612823;10.81091676;11.16838753;11.52943403;11.89436039;12.2665574;12.64365689;13.02511344;13.41522466;13.80605565;14.20029935;14.59470839;14.9884662;15.38942685;15.79177547;16.19365348;16.59576642;16.9949363;17.39013246;17.78288665;18.17420203;18.56801465;18.88548219;19.19627805;19.50274627;19.8086122;20.10592228;20.23421675;20.3531956;20.4630799;20.56641001;20.65640999;20.72401774;20.78593328;20.83550911;20.87989397;20.90869513;20.91211347;20.91263181;20.89782974;20.86610156;20.83022263;20.77751783;20.71051025;20.62783494;20.53666452;20.43372519;20.32300754;20.20455295;20.0769821;19.93413665;19.77834754;19.63369104;19.48120961;19.31555651;19.14236444;18.95683108;18.78689752;18.60880183;18.41784642;18.2145675;18.01569943;17.8388347;17.65518923;17.46006513;17.25732279;17.04380569;16.85547079;16.66245809;16.46554744;16.26344804;16.05210693;15.86523739;15.67444106;15.48166543;15.28630332;15.08503726;14.90928217;14.73001243;14.54664477;14.36273191;14.1758162;14.01070982;13.84457139;13.67473978;13.49627934;13.31300033;13.14478824;12.9745369;12.80102295;12.62987086;12.45784386;12.29177676;12.12639981;11.95833582;11.78977128;11.62083529;11.47504591;11.32825942;11.18074328;11.03156475;10.88370561;10.75560589;10.62520668;10.49533276;10.36507043;10.23334755;10.11688849;9.998479707;9.878564245;9.761127723;9.642387737;9.53231872;9.420185818;9.30827795;9.195920175;9.082840872;8.977748893;8.871278415;8.770429364;8.668240997;8.563339516;8.467819502;8.37039149;8.272560855;8.175153681;8.079453135;7.989264792;7.898443895;7.807305556;7.715682613;7.6244733;7.537315678;7.451440946;7.365147266;7.278097752;7.189892242;7.106388772;7.021683867;6.938035579;6.853365683;6.769050439;6.689360513;6.612077119;6.534819925;6.456699452;6.378417049;6.305937861;6.233174387;6.159898929;6.086030408;6.012946414;5.944295841;5.875638151;5.80641888;5.736811688;5.667239937;5.601577056;5.536648681;5.471534031;5.406422483;5.342023222;5.281303521;5.222009346;5.161565918;5.100680537;5.040483204;4.983046029;4.924910652;4.868283422;4.810737058;4.754103549;4.700281673;4.646503238;4.593930094;4.540655212;4.487280231;4.30888794;4.132462634;3.959443274;3.789889556;3.623270469;2.866461246;2.125517723;1.400571726;0.692151452;0;0;0;0;0;0;0;0;0;0;0
Latin America;1.11022E-16;0.050991951;0.099575412;0.145837378;0.189860259;0.231705443;0.252299863;0.273603338;0.295580089;0.318259848;0.341682465;0.368908237;0.397134161;0.426491191;0.456907973;0.488398661;0.528266978;0.569883794;0.61322887;0.658245078;0.704948853;0.75364685;0.80412524;0.856634363;0.910755322;0.966531913;1.003569644;1.041427096;1.080486635;1.120412735;1.161323277;1.202148075;1.243818143;1.286265674;1.329836108;1.374316302;1.419816641;1.466236453;1.513519221;1.561467512;1.610266567;1.660873123;1.712141963;1.76398949;1.816639275;1.869769134;1.925116885;1.981047037;2.037610326;2.094844959;2.152438733;2.21203488;2.271873997;2.332138997;2.393529483;2.455489306;2.51981228;2.58552699;2.651890903;2.71870241;2.786168365;2.856388033;2.927135676;2.999013129;3.070949137;3.143513784;3.218550338;3.294705206;3.370709958;3.446598834;3.523913142;3.604627898;3.686318978;3.767808734;3.850322035;3.933006409;4.018089028;4.103635507;4.189732398;4.276484015;4.363040662;4.473182985;4.584050665;4.696861621;4.810878007;4.925311526;5.048288599;5.172612962;5.298960629;5.426229503;5.555834956;5.680713185;5.806576239;5.933548458;6.062947876;6.193843345;6.330866488;6.471280285;6.612056775;6.754226531;6.896569804;7.044525654;7.195855199;7.348375161;7.501398361;7.655196912;7.8144128;7.973386578;8.132690466;8.292705218;8.454914171;8.58351708;8.710286577;8.83608759;8.962314674;9.085976978;9.189073791;9.289878236;9.388395435;9.485534714;9.578617586;9.64330762;9.707007955;9.767036845;9.826161192;9.88019777;9.92193133;9.963432814;9.999594746;10.02966111;10.05880561;10.0757267;10.08714499;10.09238964;10.09438639;10.09168177;10.07688584;10.05865752;10.03633274;10.00717811;9.972113529;9.930509619;9.884803064;9.83256842;9.776231176;9.713600304;9.645282563;9.572166104;9.492097341;9.405223925;9.319123241;9.23075166;9.137849787;9.038270201;8.933723424;8.822758365;8.71300912;8.599570191;8.482780738;8.362043138;8.235530275;8.113043689;7.987309401;7.859202694;7.7284501;7.59359167;7.466758876;7.337105133;7.204409053;7.070230704;6.93352215;6.806568317;6.678181914;6.547278975;6.411878653;6.273664603;6.145209941;6.015339793;5.883668216;5.752451547;5.620418893;5.496516059;5.372653587;5.247585649;5.122197143;4.996574693;4.890007296;4.78298973;4.675646193;4.567669964;4.460142769;4.369455684;4.277928423;4.186553902;4.095025631;4.002995467;3.925129498;3.84658775;3.767556918;3.689327916;3.610672502;3.542828313;3.474334796;3.40592069;3.337377379;3.268627177;3.20928286;3.14952758;3.091481905;3.033027311;2.973772295;2.923156566;2.871980825;2.820690923;2.76952783;2.718857252;2.674622495;2.630204788;2.585695851;2.541050672;2.49652172;2.457098793;2.418031035;2.378846557;2.339455151;2.299751424;2.264547784;2.229025489;2.193793509;2.15829201;2.122891653;2.091313086;2.060376303;2.02944594;1.998288514;1.967089933;1.939481722;1.911798353;1.883981437;1.856011179;1.828244554;1.803279328;1.778311614;1.753199545;1.72798852;1.702787266;1.679911879;1.657223546;1.634487757;1.611752705;1.589197351;1.56863772;1.548435562;1.527943951;1.507340778;1.486909019;1.468029793;1.448975966;1.43029801;1.411390825;1.39270991;1.375426057;1.358152285;1.341175923;1.324025253;1.306848981;1.249433461;1.192810159;1.137331933;1.083011449;1.029718823;0.813998967;0.603115965;0.397101915;0.196083737;0;0;0;0;0;0;0;0;0;0;0
Middle East;2.498E-16;0.06874726;0.12710059;0.172536641;0.204312032;0.222921897;0.408025859;0.638713676;0.915839423;1.224427894;1.532924517;1.523368976;1.460326011;1.362181897;1.240046073;1.104200865;1.059894186;1.011905544;0.961062002;0.908128538;0.854163931;0.851229613;0.846211027;0.839625629;0.831037661;0.820798488;0.819943528;0.818506655;0.816876205;0.814809974;0.812459643;0.820140762;0.827773397;0.835328502;0.84308739;0.850889791;0.865388529;0.880119592;0.895054921;0.910084736;0.925336068;0.945881902;0.966639216;0.987573345;1.008816369;1.03017254;1.056097028;1.082290986;1.108786254;1.135586307;1.162554369;1.192709622;1.222806695;1.253281462;1.284377577;1.315758728;1.349710314;1.384446329;1.419510282;1.454788258;1.490397901;1.528952415;1.56776412;1.607165912;1.646613223;1.6863688;1.729066759;1.772394866;1.815572441;1.858728296;1.902721011;1.950312731;1.998448824;2.046540755;2.095250243;2.14408163;2.195876851;2.247974483;2.300425183;2.353285479;2.406072293;2.462361621;2.518542638;2.575198758;2.631880729;2.688168423;2.75094642;2.813934294;2.877520882;2.941103536;3.005492261;3.073613254;3.141868588;3.210339003;3.279783495;3.349644522;3.421213567;3.494248547;3.567171944;3.640461315;3.713607265;3.787326698;3.86254233;3.938074266;4.013615366;4.0892913;4.160675906;4.231732414;4.302775467;4.374061732;4.446429505;4.504248733;4.561552444;4.618845162;4.67692702;4.734337969;4.77004156;4.805518846;4.840858516;4.876572089;4.911455854;4.925828745;4.940977375;4.955571763;4.9711271;4.985693618;4.989979854;4.995649582;5.000008761;5.002878285;5.006955199;5.004047976;5.000026402;4.994773921;4.989727052;4.984124564;4.971735813;4.959555476;4.947247282;4.933657182;4.919213321;4.900262407;4.881290076;4.86116056;4.841109917;4.820091504;4.794294717;4.768018694;4.740390415;4.710796742;4.684378323;4.65401589;4.623193937;4.590927102;4.55800193;4.523732203;4.486365903;4.448729859;4.411012576;4.37286228;4.333287602;4.291355362;4.249029659;4.206793965;4.164489886;4.121290177;4.077358588;4.032911397;3.987771449;3.942861729;3.897518238;3.852287032;3.80700765;3.760841132;3.712403338;3.663391994;3.614469261;3.564456213;3.514481538;3.465264794;3.415852854;3.366022805;3.316406983;3.266141122;3.21576948;3.165314144;3.119593944;3.073635547;3.027501198;2.980953583;2.934723644;2.893477969;2.851685621;2.810029261;2.768277618;2.726110079;2.688516447;2.649906218;2.611467159;2.573681965;2.535575674;2.500555789;2.465191876;2.429881068;2.394457118;2.358858612;2.3264598;2.293396211;2.26205229;2.230170624;2.197697914;2.168824137;2.139564964;2.110203374;2.080921667;2.052060199;2.025647212;1.999078604;1.972429524;1.945661507;1.918986458;1.894253182;1.86982708;1.845297982;1.820578547;1.795589956;1.772330775;1.749019087;1.725941322;1.70263722;1.679414303;1.657892348;1.636996418;1.61609941;1.595003378;1.573849634;1.554614487;1.535310526;1.515885033;1.496320153;1.476937091;1.459022982;1.441104719;1.423055988;1.404916829;1.386784813;1.369909197;1.353203681;1.33645435;1.319703085;1.303116984;1.287628977;1.272487196;1.257100833;1.241609536;1.226272412;1.211806074;1.197144775;1.182858235;1.168362075;1.154080492;1.140632815;1.127171294;1.114006615;1.100683514;1.08733657;1.04373806;1.000711293;0.958518342;0.917175738;0.876560186;0.693306318;0.513972785;0.338594365;0.167289271;0;0;0;0;0;0;0;0;0;0;0
Eurasia;6.93889E-18;0.049779408;0.099621072;0.149488975;0.199341048;0.249131465;0.268385438;0.288088408;0.308177346;0.328661513;0.349503015;0.375546729;0.402204277;0.429572448;0.457543651;0.486091062;0.504293092;0.522790414;0.541530629;0.560426919;0.579576713;0.594151736;0.608633586;0.623197119;0.637568928;0.651896055;0.661893312;0.671654297;0.681267106;0.690609026;0.699692538;0.707524132;0.715048336;0.722223501;0.729167475;0.73575088;0.74287044;0.749706186;0.756233179;0.762408172;0.768260255;0.776119371;0.783658179;0.790867919;0.797760329;0.804235079;0.813027401;0.821505683;0.829663674;0.837442838;0.844877048;0.853749239;0.861841718;0.86997445;0.87786831;0.885377402;0.893907998;0.902299665;0.910349171;0.918019829;0.92533471;0.934781937;0.943895221;0.952733905;0.961282755;0.969478401;0.980252836;0.990874233;1.001036771;1.010976242;1.020849595;1.033415119;1.0457942;1.058006793;1.070120011;1.082003609;1.09625638;1.110395789;1.124428382;1.138353119;1.152077791;1.167498731;1.182979469;1.198421563;1.213673364;1.22867562;1.245737252;1.262682577;1.279588067;1.296323663;1.313073513;1.330890544;1.348559258;1.366080234;1.383628949;1.400982076;1.418085088;1.435316;1.452419294;1.469310899;1.486066281;1.502122972;1.518289985;1.534262942;1.550000968;1.565433108;1.569569808;1.573426089;1.57697862;1.580258174;1.58340672;1.582809935;1.581880608;1.580684492;1.579363978;1.577691665;1.573310231;1.56863081;1.563666322;1.558460265;1.552905303;1.544852798;1.53666972;1.52808343;1.51936333;1.510272348;1.498671214;1.487162559;1.475133458;1.462669851;1.450226355;1.435903017;1.421130039;1.406011496;1.390700379;1.375003323;1.358036767;1.340894958;1.323479007;1.305726966;1.2876492;1.269113181;1.250385407;1.231327446;1.212100463;1.19256733;1.173107828;1.153387016;1.13340179;1.112695271;1.092609009;1.073208433;1.053604936;1.033739384;1.013659599;0.993318599;0.974172582;0.954915528;0.935571761;0.916083958;0.896341903;0.878151751;0.859867404;0.841548246;0.823173414;0.804652745;0.787933881;0.771133357;0.754226083;0.737325191;0.720345478;0.70523763;0.690116624;0.674845252;0.659249172;0.643742205;0.629957597;0.615864368;0.602021519;0.588278909;0.574504066;0.562278425;0.550081513;0.537829811;0.525573726;0.513313488;0.502748841;0.492164836;0.481566369;0.470931374;0.460322732;0.451250031;0.44213531;0.433034029;0.423924668;0.414765227;0.40693953;0.398892413;0.390996477;0.383168299;0.375311857;0.368449652;0.361596142;0.354746386;0.347885657;0.341009692;0.335039429;0.328937472;0.323063859;0.317096673;0.311094072;0.30593713;0.300763656;0.295579861;0.290397767;0.285253257;0.280738865;0.276210288;0.27167377;0.267126372;0.262585397;0.258553722;0.254548049;0.250532947;0.246499624;0.242444711;0.238777479;0.235152395;0.231543537;0.22791857;0.224299663;0.221043594;0.21785104;0.214656827;0.211446805;0.208228077;0.205363159;0.202492055;0.199610561;0.196717412;0.19383878;0.19123998;0.188640285;0.18602998;0.183412228;0.180794783;0.178412623;0.176044124;0.173671916;0.171299005;0.168939397;0.166774097;0.164639608;0.162489505;0.160330431;0.15818278;0.156201232;0.154197821;0.152229357;0.150244581;0.14827767;0.146458714;0.144634244;0.142836907;0.141027539;0.139216086;0.133397714;0.127679777;0.122070444;0.116571487;0.111172893;0.087888607;0.065124833;0.042885137;0.021178279;0;0;0;0;0;0;0;0;0;0;0
India;0;0.135157789;0.277641174;0.427723556;0.585665716;0.751596706;0.847271391;0.951693773;1.064931017;1.187502013;1.320019335;1.426642126;1.538798023;1.657278058;1.7814089;1.911207727;2.011028363;2.114237564;2.22037445;2.328899678;2.439744971;2.561627737;2.687195356;2.817493551;2.950411126;3.086107036;3.202568082;3.320429466;3.441394005;3.563992849;3.688763835;3.814358787;3.941719829;4.07057597;4.202359378;4.336203297;4.471778621;4.609367761;4.748722868;4.889026827;5.031023742;5.177437647;5.324692981;5.472421403;5.621491585;5.770616795;5.924610109;6.078824576;6.233410711;6.388493359;6.542769178;6.696358155;6.848452031;6.999279697;7.151619979;7.303328674;7.451412947;7.601147642;7.749737486;7.896382539;8.041776415;8.185766382;8.3274681;8.468931999;8.606223141;8.741363883;8.872342989;9.002125525;9.126413018;9.245171212;9.363437157;9.480215239;9.594328127;9.701800376;9.806493796;9.905636657;10.00073762;10.09059495;10.17535733;10.25521653;10.3275778;10.39319807;10.4498851;10.50114556;10.54493778;10.57921721;10.61696028;10.64640238;10.66913288;10.6824698;10.68963398;10.69472928;10.68999775;10.6757306;10.6545841;10.62457224;10.57717873;10.52423519;10.45993808;10.38635922;10.30132592;10.1452285;9.985349074;9.818264;9.643163977;9.460760068;9.294541948;9.120011705;8.938299102;8.750129063;8.557358793;8.384293743;8.204656391;8.019593402;7.830592105;7.634858495;7.469364584;7.298842703;7.123460928;6.944104499;6.758718683;6.609068054;6.456744433;6.299892595;6.140544826;5.97589461;5.848765637;5.720638501;5.588431797;5.451833635;5.31398346;5.214339531;5.111820433;5.006148278;4.899006828;4.789711756;4.7153351;4.640168721;4.563940756;4.48534254;4.404915323;4.355104328;4.304794736;4.252886587;4.200553521;4.146817833;4.11492561;4.082571066;4.048750718;4.013677877;3.98063129;3.961382859;3.941894217;3.921141464;3.899939419;3.877586976;3.861960495;3.846317693;3.830823915;3.815195606;3.798507002;3.7830943;3.767596874;3.752449879;3.737511394;3.721990079;3.705312518;3.688441616;3.671213517;3.654469201;3.637603942;3.618164121;3.598969791;3.579351164;3.55802484;3.535795524;3.510179499;3.48446414;3.458067684;3.43256716;3.407112125;3.377498643;3.348291638;3.318546331;3.288832994;3.259167025;3.228719615;3.198103876;3.16738064;3.136272148;3.105614074;3.075569788;3.044924717;3.014482527;2.983976155;2.953098679;2.923320741;2.893101215;2.862380061;2.832396016;2.80205555;2.77220987;2.741750218;2.711369714;2.68087001;2.650169062;2.620594744;2.590681282;2.562360643;2.533692485;2.504224242;2.476822518;2.448853531;2.420771953;2.392822631;2.365376555;2.339203408;2.312848776;2.286404903;2.259822161;2.233364558;2.207928887;2.182871844;2.157694594;2.132299266;2.106565273;2.082169606;2.057381802;2.032908246;2.008133377;1.983464284;1.960127707;1.937488818;1.914860677;1.891979966;1.869056636;1.847816709;1.826495329;1.805025389;1.78338274;1.76197213;1.741852558;1.721732761;1.701449255;1.681053011;1.660668513;1.641423439;1.62239537;1.603313911;1.584235027;1.565366681;1.547577795;1.530206386;1.512494887;1.49465519;1.477019748;1.460186838;1.443155587;1.426563802;1.409702533;1.393109887;1.377336237;1.361580534;1.346176833;1.330567475;1.314929883;1.26216846;1.209983141;1.158808821;1.108662439;1.059388249;0.838108539;0.621468514;0.409505531;0.202374686;0;0;0;0;0;0;0;0;0;0;0
