;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;2085;2086;2087;2088;2089;2090;2091;2092;2093;2094;2095;2096;2097;2098;2099;2100;2101;2102;2103;2104;2105;2106;2107;2108;2109;2110;2111;2112;2113;2114;2115;2116;2117;2118;2119;2120;2121;2122;2123;2124;2125;2126;2127;2128;2129;2130;2131;2132;2133;2134;2135;2136;2137;2138;2139;2140;2141;2142;2143;2144;2145;2146;2147;2148;2149;2150;2151;2152;2153;2154;2155;2156;2157;2158;2159;2160;2161;2162;2163;2164;2165;2166;2167;2168;2169;2170;2171;2172;2173;2174;2175;2176;2177;2178;2179;2180;2181;2182;2183;2184;2185;2186;2187;2188;2189;2190;2191;2192;2193;2194;2195;2196;2197;2198;2199;2200;2201;2202;2203;2204;2205;2206;2207;2208;2209;2210;2211;2212;2213;2214;2215;2216;2217;2218;2219;2220;2221;2222;2223;2224;2225;2226;2227;2228;2229;2230;2231;2232;2233;2234;2235;2236;2237;2238;2239;2240;2241;2242;2243;2244;2245;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2262;2263;2264;2265;2266;2267;2268;2269;2270;2271;2272;2273;2274;2275;2276;2277;2278;2279;2280;2281;2282;2283;2284;2285;2286;2287;2288;2289;2290;2291;2292;2293;2294;2295;2296;2297;2298;2299;2300
Other Asia;2.149197099;2.180751508;2.211745596;2.242232609;2.272231683;2.30143567;2.396118914;2.4941929;2.594538264;2.697131238;2.802150623;2.87871485;2.956032486;3.034932114;3.114227764;3.193768297;3.253784435;3.313812573;3.373248467;3.43147821;3.488380603;3.555182813;3.621985964;3.68973727;3.756276069;3.821705168;3.892440929;3.962295369;4.032855611;4.102738981;4.172430681;4.24483222;4.316864352;4.388296902;4.460312734;4.532180676;4.606866982;4.681457559;4.755735245;4.829036896;4.901951339;4.97846949;5.054003572;5.128272532;5.201950164;5.274098759;5.351462725;5.427537836;5.502441979;5.576300548;5.648141665;5.722270599;5.79443855;5.864320125;5.934053238;6.002199675;6.070734198;6.139374734;6.206310576;6.271031694;6.334004969;6.398246002;6.460341687;6.521622741;6.579526863;6.635451049;6.691556839;6.7465617;6.797945051;6.845576525;6.89258905;6.942734424;6.991388084;7.036091244;7.079253274;7.119283728;7.161313215;7.200811593;7.237920857;7.272813534;7.304026574;7.337760743;7.367311321;7.394949554;7.419597451;7.440111226;7.46732672;7.491540736;7.513744432;7.532464296;7.549618954;7.570322431;7.587767768;7.602211181;7.61526597;7.625944427;7.638788511;7.651212808;7.659804721;7.665993331;7.668388026;7.673694691;7.678604451;7.681051315;7.680458729;7.677302144;7.678601908;7.676471546;7.67166942;7.664670392;7.656812388;7.649695778;7.63997903;7.628509632;7.616459391;7.601593767;7.588890265;7.574350657;7.558095569;7.5409238;7.520925646;7.501705584;7.48218179;7.460649697;7.439067478;7.414606669;7.38830433;7.362731267;7.334790092;7.30398407;7.273737585;7.241224597;7.206756549;7.169883426;7.132619119;7.09420043;7.052836621;7.011247274;6.969138828;6.924777536;6.878856372;6.832241661;6.785273801;6.736491811;6.687458976;6.636869558;6.584436675;6.531352439;6.476212456;6.419488625;6.365297158;6.309600184;6.253329518;6.195093867;6.136019331;6.075166034;6.013290242;5.951079763;5.88875169;5.825939401;5.761448592;5.696386729;5.63092216;5.565610725;5.500266367;5.43389693;5.368798217;5.303192671;5.236892057;5.170926166;5.104560563;5.040329975;4.976160734;4.911274133;4.844196342;4.775873275;4.709748874;4.643399228;4.576126218;4.509757146;4.443326931;4.378196437;4.313439528;4.248018519;4.182575884;4.117135468;4.057390895;3.997428972;3.937322455;3.876782636;3.816703859;3.762766441;3.708177239;3.653783895;3.599308738;3.544436807;3.495234319;3.445548948;3.395360586;3.345919668;3.296109507;3.250498142;3.204271515;3.158125263;3.111860704;3.065398051;3.023069561;2.980390448;2.939309516;2.897870058;2.85564528;2.817893556;2.77958815;2.741172263;2.702884871;2.665088235;2.630497838;2.595729234;2.560872659;2.525880894;2.491009137;2.458718066;2.426791138;2.394747553;2.362493647;2.329916207;2.2999006;2.269528233;2.239456654;2.209099938;2.178845699;2.150907963;2.12363864;2.096378332;2.068878617;2.04133711;2.016248306;1.991081609;1.965774026;1.940303275;1.91505112;1.891719082;1.868386063;1.844898773;1.821305378;1.797722913;1.775790737;1.754061943;1.732282725;1.710505417;1.688924803;1.668832829;1.649131526;1.629114099;1.608976259;1.589028024;1.570232129;1.551248135;1.532675872;1.513852508;1.495279168;1.47780758;1.460350147;1.443221058;1.425900674;1.408553433;1.392287567;1.375744267;1.359332584;1.343083425;1.326843949;1.311769549;1.296583429;1.281221322;1.265996162;1.250621545;1.236240928;1.221709996;1.20725407;1.192732637;1.178315991;1.16495054;1.15138352;1.13806033;1.12473235;1.11146072
Other High Income;1.610415814;1.600929942;1.591748824;1.582844714;1.574162882;1.565641927;1.581634827;1.597951921;1.614337371;1.630890433;1.647526725;1.655351758;1.663181681;1.67134651;1.679455298;1.687432084;1.69549678;1.703565191;1.711430791;1.718827222;1.725939415;1.732197959;1.737913129;1.743485036;1.748272114;1.752588579;1.756052327;1.758873229;1.761286569;1.763021947;1.764135221;1.764176179;1.763528412;1.762121156;1.760214033;1.757565325;1.755687735;1.753171357;1.749975854;1.746017435;1.7413754;1.737513235;1.732884;1.727482725;1.721368103;1.714373506;1.710030948;1.704944574;1.699124281;1.692506344;1.685119789;1.680649085;1.674841774;1.668790998;1.662192753;1.654809497;1.648486885;1.641739805;1.634249139;1.625954048;1.616900023;1.61008161;1.602487468;1.594232148;1.585202736;1.575379073;1.56765537;1.559347095;1.550050321;1.539998036;1.529454831;1.521510029;1.512912577;1.503580777;1.493662324;1.482976474;1.47524816;1.466893913;1.45791765;1.44831821;1.437958811;1.431072169;1.423654977;1.415720367;1.40710864;1.397724189;1.390982688;1.383663466;1.375852343;1.367400212;1.358495139;1.352072456;1.345111818;1.337625077;1.329775783;1.321402193;1.315428096;1.309265441;1.302627397;1.29554548;1.287986683;1.282756919;1.277419015;1.271743214;1.265686702;1.259247262;1.255055573;1.250545856;1.245746786;1.240694192;1.235507754;1.231867347;1.227994332;1.223955461;1.219861648;1.215520271;1.212406264;1.209156338;1.205781974;1.202337727;1.198695007;1.195677728;1.192691127;1.189550849;1.186452682;1.183178048;1.179812169;1.176632003;1.173248395;1.169676797;1.166258599;1.16241946;1.158423305;1.154299462;1.150198917;1.146000701;1.14112419;1.136275576;1.131395112;1.126388778;1.121286394;1.115535967;1.109783298;1.103903635;1.098038244;1.092067403;1.085306634;1.07846699;1.071502666;1.064140116;1.057339279;1.049819695;1.042231753;1.034497207;1.02667699;1.018712484;1.010164635;1.001585691;0.992999371;0.984354654;0.975538331;0.966306714;0.957028341;0.947763451;0.93849247;0.929120258;0.919580466;0.909981818;0.900298308;0.890649585;0.880946836;0.87125619;0.86156399;0.851727296;0.84154917;0.831442683;0.821376115;0.810988319;0.800832375;0.790789994;0.780711998;0.770705483;0.760724977;0.750667048;0.740594684;0.730508762;0.721107076;0.711675011;0.702218902;0.69270953;0.683230333;0.674501846;0.665713483;0.656940606;0.648154512;0.639299882;0.631180508;0.622775722;0.614554194;0.606424457;0.598254422;0.590585591;0.582921767;0.575262345;0.567586201;0.559886724;0.552754414;0.54543898;0.538445195;0.531319995;0.524139326;0.517606992;0.511048152;0.504474024;0.497902934;0.491388335;0.485345214;0.479281031;0.473205112;0.467112801;0.461030576;0.455350374;0.449710351;0.444056016;0.438373699;0.432657569;0.42725089;0.421905546;0.416585723;0.411240061;0.405903701;0.400909977;0.396015844;0.391119304;0.386197621;0.3812623;0.376714411;0.372156781;0.367582599;0.362989714;0.358420217;0.354167199;0.349912843;0.345641377;0.341357844;0.337074789;0.333073153;0.329093756;0.325108348;0.321121835;0.317157077;0.313436267;0.309765751;0.306069582;0.302358792;0.298666852;0.295194527;0.291686565;0.288235882;0.28475836;0.281310292;0.278069209;0.274819256;0.27161401;0.268388937;0.265160472;0.262104655;0.259046773;0.256002136;0.252975439;0.249949057;0.24712551;0.244287885;0.241432297;0.238590646;0.235733606;0.233054508;0.230360489;0.22767425;0.224980509;0.222297229;0.219792205;0.217265089;0.214769446;0.21227293;0.20978227
Africa;0.801207963;0.795131237;0.789083884;0.783045838;0.776989479;0.77081315;0.78451969;0.799176274;0.814489537;0.83048138;0.847194027;0.882539444;0.91931984;0.957884585;0.997942482;1.039485888;1.089338727;1.141304954;1.195203749;1.250776503;1.308002982;1.366197287;1.426363733;1.489015953;1.553065622;1.618601635;1.68841123;1.760016433;1.834265419;1.910392238;1.988659099;2.072173979;2.158100571;2.246289285;2.337566735;2.431436087;2.533011564;2.637782744;2.745631889;2.85609173;2.969633698;3.092569656;3.218620802;3.347580357;3.480031068;3.615132192;3.761386162;3.91102737;4.064192186;4.220981163;4.380537966;4.550681567;4.723528663;4.899690299;5.081157274;5.266298431;5.459942957;5.659805039;5.863627104;6.070779429;6.281899094;6.501520695;6.724644837;6.95318864;7.183701235;7.418013617;7.657549277;7.902237202;8.147839483;8.394464806;8.647285514;8.907001952;9.171042385;9.43536133;9.704167676;9.974504815;10.24558201;10.51865439;10.79401505;11.07202445;11.34968298;11.62396373;11.89624805;12.1708588;12.44526579;12.71686269;13.00241376;13.28735601;13.57400333;13.85870295;14.14621953;14.43477247;14.72087475;15.00499791;15.29143971;15.57720028;15.85460278;16.13582345;16.41129394;16.68437877;16.95138739;17.20642019;17.46376094;17.71680648;17.96363956;18.20524137;18.43560293;18.65662464;18.87023753;19.0777344;19.28339898;19.46309779;19.63325732;19.79647372;19.95665706;20.10592228;20.23421675;20.3531956;20.4630799;20.56641001;20.65640999;20.72401774;20.78593328;20.83550911;20.87989397;20.90869513;20.91211347;20.91263181;20.89782974;20.86610156;20.83022263;20.77751783;20.71051025;20.62783494;20.53666452;20.43372519;20.32300754;20.20455295;20.0769821;19.93413665;19.77834754;19.63369104;19.48120961;19.31555651;19.14236444;18.95683108;18.78689752;18.60880183;18.41784642;18.2145675;18.01569943;17.8388347;17.65518923;17.46006513;17.25732279;17.04380569;16.85547079;16.66245809;16.46554744;16.26344804;16.05210693;15.86523739;15.67444106;15.48166543;15.28630332;15.08503726;14.90928217;14.73001243;14.54664477;14.36273191;14.1758162;14.01070982;13.84457139;13.67473978;13.49627934;13.31300033;13.14478824;12.9745369;12.80102295;12.62987086;12.45784386;12.29177676;12.12639981;11.95833582;11.78977128;11.62083529;11.47504591;11.32825942;11.18074328;11.03156475;10.88370561;10.75560589;10.62520668;10.49533276;10.36507043;10.23334755;10.11688849;9.998479707;9.878564245;9.761127723;9.642387737;9.53231872;9.420185818;9.30827795;9.195920175;9.082840872;8.977748893;8.871278415;8.770429364;8.668240997;8.563339516;8.467819502;8.37039149;8.272560855;8.175153681;8.079453135;7.989264792;7.898443895;7.807305556;7.715682613;7.6244733;7.537315678;7.451440946;7.365147266;7.278097752;7.189892242;7.106388772;7.021683867;6.938035579;6.853365683;6.769050439;6.689360513;6.612077119;6.534819925;6.456699452;6.378417049;6.305937861;6.233174387;6.159898929;6.086030408;6.012946414;5.944295841;5.875638151;5.80641888;5.736811688;5.667239937;5.601577056;5.536648681;5.471534031;5.406422483;5.342023222;5.281303521;5.222009346;5.161565918;5.100680537;5.040483204;4.983046029;4.924910652;4.868283422;4.810737058;4.754103549;4.700281673;4.646503238;4.593930094;4.540655212;4.487280231;4.436817423;4.385353821;4.334369891;4.283980027;4.233623802;4.186659096;4.139281786;4.091258055;4.043734642;3.995661827;3.950479024;3.90474434;3.859283302;3.813580446;3.768260073;3.726142361;3.683282722;3.641319898;3.599337914;3.55756152
Latin America;1.913848005;1.869161409;1.825583751;1.783074283;1.741581523;1.700931707;1.728848665;1.757868289;1.787572614;1.818020635;1.849313168;1.884549953;1.920958888;1.958977938;1.998064263;2.038138594;2.088139946;2.139797852;2.192772113;2.246656372;2.301359207;2.352403017;2.404366408;2.45783131;2.511441261;2.565278164;2.625325334;2.685766915;2.747548596;2.809775508;2.872715422;2.934739195;2.997180779;3.059860659;3.123574257;3.187786254;3.252064768;3.316811154;3.381880792;3.446828046;3.512056287;3.577602519;3.642936575;3.707891756;3.772940352;3.837420662;3.903058785;3.968275679;4.033185295;4.097869468;4.161741619;4.226088717;4.289345753;4.351928383;4.415122229;4.477898036;4.541328519;4.605734552;4.669782207;4.733136381;4.796174432;4.859987405;4.923205295;4.986840969;5.049140529;5.111062379;5.172959907;5.235203088;5.295797979;5.35486352;5.414799347;5.475773039;5.536814558;5.596194433;5.655750437;5.71424781;5.77226826;5.82964195;5.886512282;5.943040508;5.998079947;6.079809109;6.160682488;6.242326416;6.323749707;6.403941726;6.492243419;6.580303376;6.668973008;6.756866384;6.845741218;6.939740458;7.03305278;7.125836211;7.219660588;7.313396846;7.410195781;7.508929745;7.606075633;7.702835102;7.79784355;7.895369457;7.994603382;8.093100276;8.190128533;8.286015355;8.384728478;8.481157071;8.575958569;8.669570494;8.763555274;8.854030206;8.942258869;9.029158185;9.116165808;9.200262487;9.280818804;9.359191132;9.435398765;9.5103658;9.581419639;9.64553671;9.708670306;9.768138487;9.826708713;9.88019777;9.92193133;9.963432814;9.999594746;10.02966111;10.05880561;10.0757267;10.08714499;10.09238964;10.09438639;10.09168177;10.07688584;10.05865752;10.03633274;10.00717811;9.972113529;9.930509619;9.884803064;9.83256842;9.776231176;9.713600304;9.645282563;9.572166104;9.492097341;9.405223925;9.319123241;9.23075166;9.137849787;9.038270201;8.933723424;8.822758365;8.71300912;8.599570191;8.482780738;8.362043138;8.235530275;8.113043689;7.987309401;7.859202694;7.7284501;7.59359167;7.466758876;7.337105133;7.204409053;7.070230704;6.93352215;6.806568317;6.678181914;6.547278975;6.411878653;6.273664603;6.145209941;6.015339793;5.883668216;5.752451547;5.620418893;5.496516059;5.372653587;5.247585649;5.122197143;4.996574693;4.890007296;4.78298973;4.675646193;4.567669964;4.460142769;4.369455684;4.277928423;4.186553902;4.095025631;4.002995467;3.925129498;3.84658775;3.767556918;3.689327916;3.610672502;3.542828313;3.474334796;3.40592069;3.337377379;3.268627177;3.20928286;3.14952758;3.091481905;3.033027311;2.973772295;2.923156566;2.871980825;2.820690923;2.76952783;2.718857252;2.674622495;2.630204788;2.585695851;2.541050672;2.49652172;2.457098793;2.418031035;2.378846557;2.339455151;2.299751424;2.264547784;2.229025489;2.193793509;2.15829201;2.122891653;2.091313086;2.060376303;2.02944594;1.998288514;1.967089933;1.939481722;1.911798353;1.883981437;1.856011179;1.828244554;1.803279328;1.778311614;1.753199545;1.72798852;1.702787266;1.679911879;1.657223546;1.634487757;1.611752705;1.589197351;1.56863772;1.548435562;1.527943951;1.507340778;1.486909019;1.468029793;1.448975966;1.43029801;1.411390825;1.39270991;1.375426057;1.358152285;1.341175923;1.324025253;1.306848981;1.290961016;1.274826715;1.258810381;1.242939703;1.227076604;1.212513418;1.197848465;1.183024789;1.168323246;1.153486976;1.139743476;1.125864904;1.112053086;1.098182061;1.08440429;1.071727901;1.058870561;1.046231489;1.03358729;1.020992584
Middle East;2.650078376;2.509394611;2.313503034;2.085694545;1.842885922;1.59787956;2.57689811;3.533046699;4.479054714;5.354520434;6.05922912;5.836228871;5.431979884;4.92654617;4.366199583;3.789552838;3.600032881;3.400994234;3.19530242;2.985530994;2.775128145;2.689817892;2.602848577;2.515886827;2.427647149;2.33920892;2.308537089;2.277397281;2.246872727;2.216275145;2.186008031;2.182563216;2.179243187;2.175961668;2.173438642;2.171233208;2.184525411;2.198173302;2.212090926;2.225994576;2.240188815;2.264617406;2.289017945;2.313305877;2.337789468;2.362008133;2.393838022;2.425539115;2.457184425;2.488782143;2.520031501;2.555332521;2.589684818;2.624020849;2.658853862;2.693474533;2.730338958;2.767898874;2.805224221;2.842098524;2.878764514;2.917602133;2.955988202;2.994561971;3.032305795;3.069731542;3.108846957;3.148131258;3.186205285;3.223331392;3.261021763;3.300952476;3.340813876;3.379628945;3.41852203;3.456688668;3.495698421;3.534219478;3.572349587;3.610190955;3.647019197;3.684796457;3.72146209;3.757917632;3.793522321;3.827706226;3.866990173;3.905583597;3.94404777;3.981569466;4.01927;4.058392593;4.096727137;4.134408173;4.172428157;4.210074841;4.246869486;4.284583162;4.32126571;4.357531441;4.392788096;4.426345852;4.46085713;4.494940289;4.528262989;4.560994034;4.592155367;4.622272135;4.651714138;4.68077249;4.710343179;4.735201365;4.75927489;4.783105607;4.807522483;4.831021933;4.850334535;4.869213259;4.887744955;4.906440561;4.924083645;4.936404975;4.949277361;4.961356969;4.974149958;4.985693618;4.989979854;4.995649582;5.000008761;5.002878285;5.006955199;5.004047976;5.000026402;4.994773921;4.989727052;4.984124564;4.971735813;4.959555476;4.947247282;4.933657182;4.919213321;4.900262407;4.881290076;4.86116056;4.841109917;4.820091504;4.794294717;4.768018694;4.740390415;4.710796742;4.684378323;4.65401589;4.623193937;4.590927102;4.55800193;4.523732203;4.486365903;4.448729859;4.411012576;4.37286228;4.333287602;4.291355362;4.249029659;4.206793965;4.164489886;4.121290177;4.077358588;4.032911397;3.987771449;3.942861729;3.897518238;3.852287032;3.80700765;3.760841132;3.712403338;3.663391994;3.614469261;3.564456213;3.514481538;3.465264794;3.415852854;3.366022805;3.316406983;3.266141122;3.21576948;3.165314144;3.119593944;3.073635547;3.027501198;2.980953583;2.934723644;2.893477969;2.851685621;2.810029261;2.768277618;2.726110079;2.688516447;2.649906218;2.611467159;2.573681965;2.535575674;2.500555789;2.465191876;2.429881068;2.394457118;2.358858612;2.3264598;2.293396211;2.26205229;2.230170624;2.197697914;2.168824137;2.139564964;2.110203374;2.080921667;2.052060199;2.025647212;1.999078604;1.972429524;1.945661507;1.918986458;1.894253182;1.86982708;1.845297982;1.820578547;1.795589956;1.772330775;1.749019087;1.725941322;1.70263722;1.679414303;1.657892348;1.636996418;1.61609941;1.595003378;1.573849634;1.554614487;1.535310526;1.515885033;1.496320153;1.476937091;1.459022982;1.441104719;1.423055988;1.404916829;1.386784813;1.369909197;1.353203681;1.33645435;1.319703085;1.303116984;1.287628977;1.272487196;1.257100833;1.241609536;1.226272412;1.211806074;1.197144775;1.182858235;1.168362075;1.154080492;1.140632815;1.127171294;1.114006615;1.100683514;1.08733657;1.074749145;1.061997597;1.049353297;1.036845446;1.024343757;1.012742861;1.001043429;0.989199287;0.977467165;0.965611868;0.954516764;0.943299358;0.932143496;0.920931886;0.909805254;0.899488573;0.889002766;0.878732422;0.868457084;0.858228064
Eurasia;1.045905276;1.046747511;1.047213861;1.047308219;1.047010019;1.046305908;1.06560548;1.084423886;1.102630283;1.120350287;1.13754051;1.159085353;1.180095002;1.200917245;1.22130845;1.241262908;1.259293585;1.277060813;1.294451109;1.311276656;1.327776157;1.339297128;1.350254286;1.361048051;1.371102565;1.380754945;1.387788961;1.394261733;1.400373318;1.405890847;1.41086037;1.413834735;1.416219589;1.417951856;1.419278151;1.41996433;1.421547512;1.422633401;1.423189772;1.423151478;1.42258853;1.424919827;1.426692323;1.427906228;1.42859853;1.428607284;1.431689439;1.434230385;1.43623559;1.437621484;1.438462602;1.440811884;1.4418803;1.443049864;1.443866573;1.444105164;1.445130342;1.44596666;1.446299967;1.446087318;1.445380197;1.446916159;1.447959718;1.448615356;1.448870403;1.448643457;1.451129499;1.453382703;1.454968176;1.456241291;1.457435331;1.461252036;1.464765038;1.468009387;1.471086104;1.47382347;1.478603901;1.483161407;1.487511381;1.491658807;1.495489979;1.500200939;1.504906276;1.509484682;1.513751491;1.517642333;1.522970413;1.528060315;1.533010779;1.537671729;1.542267736;1.547268663;1.552005191;1.556485935;1.560916149;1.565048701;1.568944866;1.572892519;1.576611646;1.580018876;1.583201206;1.585637331;1.588141595;1.590396694;1.592366739;1.593987271;1.594622324;1.59498617;1.59505728;1.594868408;1.594563915;1.592481973;1.590080112;1.587424958;1.584659722;1.581556429;1.57657822;1.571309601;1.565763579;1.55998377;1.553862755;1.545629756;1.537268033;1.528504861;1.519609758;1.510345622;1.49872942;1.487205909;1.475162149;1.46268409;1.450226355;1.435903017;1.421130039;1.406011496;1.390700379;1.375003323;1.358036767;1.340894958;1.323479007;1.305726966;1.2876492;1.269113181;1.250385407;1.231327446;1.212100463;1.19256733;1.173107828;1.153387016;1.13340179;1.112695271;1.092609009;1.073208433;1.053604936;1.033739384;1.013659599;0.993318599;0.974172582;0.954915528;0.935571761;0.916083958;0.896341903;0.878151751;0.859867404;0.841548246;0.823173414;0.804652745;0.787933881;0.771133357;0.754226083;0.737325191;0.720345478;0.70523763;0.690116624;0.674845252;0.659249172;0.643742205;0.629957597;0.615864368;0.602021519;0.588278909;0.574504066;0.562278425;0.550081513;0.537829811;0.525573726;0.513313488;0.502748841;0.492164836;0.481566369;0.470931374;0.460322732;0.451250031;0.44213531;0.433034029;0.423924668;0.414765227;0.40693953;0.398892413;0.390996477;0.383168299;0.375311857;0.368449652;0.361596142;0.354746386;0.347885657;0.341009692;0.335039429;0.328937472;0.323063859;0.317096673;0.311094072;0.30593713;0.300763656;0.295579861;0.290397767;0.285253257;0.280738865;0.276210288;0.27167377;0.267126372;0.262585397;0.258553722;0.254548049;0.250532947;0.246499624;0.242444711;0.238777479;0.235152395;0.231543537;0.22791857;0.224299663;0.221043594;0.21785104;0.214656827;0.211446805;0.208228077;0.205363159;0.202492055;0.199610561;0.196717412;0.19383878;0.19123998;0.188640285;0.18602998;0.183412228;0.180794783;0.178412623;0.176044124;0.173671916;0.171299005;0.168939397;0.166774097;0.164639608;0.162489505;0.160330431;0.15818278;0.156201232;0.154197821;0.152229357;0.150244581;0.14827767;0.146458714;0.144634244;0.142836907;0.141027539;0.139216086;0.137523568;0.135830129;0.134144661;0.132469992;0.130795487;0.129252341;0.127700682;0.126138224;0.124584123;0.123020781;0.121569246;0.120108782;0.118652983;0.117192693;0.115738663;0.114393162;0.113034432;0.11169458;0.110354193;0.109017296
India;2.108909761;2.166129673;2.224832136;2.284995176;2.346568217;2.409118913;2.603246048;2.80773201;3.021578121;3.245167408;3.479075338;3.633080978;3.790652454;3.953338244;4.119110835;4.287733196;4.430426762;4.575404874;4.72156835;4.867729128;5.013747031;5.174561404;5.337308504;5.503935638;5.670196829;5.836410193;6.005238887;6.173828714;6.34532535;6.51697072;6.689736552;6.862353782;7.035392369;7.20836251;7.383782204;7.560083495;7.735255148;7.911154424;8.087342352;8.262431372;8.437694535;8.613453189;8.787797522;8.960158006;9.131992489;9.301239273;9.470678794;9.637696479;9.802587985;9.965599406;10.1247589;10.27541701;10.42129085;10.56284437;10.70434302;10.84260481;10.96799828;11.09367734;11.21558942;11.33268055;11.44605737;11.5489955;11.64694642;11.74288194;11.83144408;11.91557667;11.98611432;12.05380109;12.11300687;12.16390787;12.21328905;12.25317984;12.28893806;12.31562792;12.33834905;12.35374918;12.35771063;12.3551795;12.34651197;12.33210334;12.30901372;12.27129023;12.22381662;12.17092584;12.11042109;12.04018154;11.9698125;11.89147938;11.80716105;11.7140803;11.61597473;11.51403644;11.40348362;11.28485874;11.16116227;11.03046802;10.89799561;10.76184176;10.61619873;10.46336475;10.30132592;10.1452285;9.985349074;9.818264;9.643163977;9.460760068;9.294541948;9.120011705;8.938299102;8.750129063;8.557358793;8.384293743;8.204656391;8.019593402;7.830592105;7.634858495;7.469364584;7.298842703;7.123460928;6.944104499;6.758718683;6.609068054;6.456744433;6.299892595;6.140544826;5.97589461;5.848765637;5.720638501;5.588431797;5.451833635;5.31398346;5.214339531;5.111820433;5.006148278;4.899006828;4.789711756;4.7153351;4.640168721;4.563940756;4.48534254;4.404915323;4.355104328;4.304794736;4.252886587;4.200553521;4.146817833;4.11492561;4.082571066;4.048750718;4.013677877;3.98063129;3.961382859;3.941894217;3.921141464;3.899939419;3.877586976;3.861960495;3.846317693;3.830823915;3.815195606;3.798507002;3.7830943;3.767596874;3.752449879;3.737511394;3.721990079;3.705312518;3.688441616;3.671213517;3.654469201;3.637603942;3.618164121;3.598969791;3.579351164;3.55802484;3.535795524;3.510179499;3.48446414;3.458067684;3.43256716;3.407112125;3.377498643;3.348291638;3.318546331;3.288832994;3.259167025;3.228719615;3.198103876;3.16738064;3.136272148;3.105614074;3.075569788;3.044924717;3.014482527;2.983976155;2.953098679;2.923320741;2.893101215;2.862380061;2.832396016;2.80205555;2.77220987;2.741750218;2.711369714;2.68087001;2.650169062;2.620594744;2.590681282;2.562360643;2.533692485;2.504224242;2.476822518;2.448853531;2.420771953;2.392822631;2.365376555;2.339203408;2.312848776;2.286404903;2.259822161;2.233364558;2.207928887;2.182871844;2.157694594;2.132299266;2.106565273;2.082169606;2.057381802;2.032908246;2.008133377;1.983464284;1.960127707;1.937488818;1.914860677;1.891979966;1.869056636;1.847816709;1.826495329;1.805025389;1.78338274;1.76197213;1.741852558;1.721732761;1.701449255;1.681053011;1.660668513;1.641423439;1.62239537;1.603313911;1.584235027;1.565366681;1.547577795;1.530206386;1.512494887;1.49465519;1.477019748;1.460186838;1.443155587;1.426563802;1.409702533;1.393109887;1.377336237;1.361580534;1.346176833;1.330567475;1.314929883;1.300152318;1.285069574;1.270129008;1.25536391;1.240609901;1.2268469;1.212964168;1.198891475;1.184967077;1.170881359;1.157639942;1.144236062;1.130913342;1.117520126;1.104240382;1.091898109;1.079338189;1.067040805;1.054738699;1.042497996
